"language","region","quoteType","typeDisp","quoteSourceName","triggerable","customPriceAlertConfidence","currency","shortName","longName","marketState","hasPrePostMarketData","firstTradeDateMilliseconds","priceHint","circulatingSupply","lastMarket","volume24Hr","volumeAllCurrencies","fromCurrency","toCurrency","coinMarketCapLink","regularMarketChange","regularMarketDayHigh","regularMarketDayRange","regularMarketDayLow","regularMarketVolume","regularMarketPreviousClose","fullExchangeName","regularMarketOpen","averageDailyVolume3Month","averageDailyVolume10Day","startDate","maxSupply","totalSupply","coinImageUrl","logoUrl","fiftyTwoWeekLowChange","fiftyTwoWeekLowChangePercent","fiftyTwoWeekRange","fiftyTwoWeekHighChange","fiftyTwoWeekHighChangePercent","fiftyTwoWeekLow","fiftyTwoWeekHigh","fiftyTwoWeekChangePercent","fiftyDayAverage","fiftyDayAverageChange","fiftyDayAverageChangePercent","twoHundredDayAverage","twoHundredDayAverageChange","twoHundredDayAverageChangePercent","marketCap","sourceInterval","exchangeDataDelayedBy","tradeable","cryptoTradeable","corporateActions","regularMarketTime","exchange","messageBoardId","exchangeTimezoneName","exchangeTimezoneShortName","gmtOffSetMilliseconds","market","esgPopulated","regularMarketChangePercent","regularMarketPrice","symbol"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Shuffle USD","Shuffle USD","REGULAR",false,"2024-03-19T00:00:00.000Z",6,419895072,"CoinMarketCap",629826,629826,"SHFL","USD=X","https://coinmarketcap.com/currencies/shuffle",-0.004056275,0.30199546,"{""low"":0.28991354,""high"":0.30199546}",0.28991354,629826,0.29216933,"CCC",0.29216933,677177,763944,"2024-03-19T00:00:00.000Z",0,956134784,"https://s2.coinmarketcap.com/static/img/coins/64x64/29960.png","https://s2.coinmarketcap.com/static/img/coins/64x64/29960.png",0.29242045,46.006992,"{""low"":0.006356,""high"":0.489679}",-0.19090256,-0.38985246,0.006356,0.489679,27.727509,0.2956543,0.003122151,0.01056014,0.30537733,-0.0066008866,-0.021615509,125454752,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_SHFL_CCC","UTC","UTC",0,"ccc_market",false,-1.3394498,0.29877645,"SHFL"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","ETHEREUM IS GOOD USD",,"REGULAR",false,"2024-08-22T00:00:00.000Z",6,10000000000,"CoinMarketCap",2876,2876,"EBULL","USD=X","https://coinmarketcap.com/currencies/ethereum-is-good",-8.2372935e-8,0.00002203861,"{""low"":2.0958732,""high"":5}",0.000020958732,2876,0.00002203861,"CCC",0.00002203861,4013,1207,"2024-08-22T00:00:00.000Z",10000000000,10000000000,"https://s2.coinmarketcap.com/static/img/coins/64x64/32790.png","https://s2.coinmarketcap.com/static/img/coins/64x64/32790.png",0.0000069587322,0.49705228,"{""low"":1.4,""high"":5}",-0.00025004125,-0.9226615,0.000014,0.000271,-87.13451,0.00002302,-0.0000020612679,-0.08954248,0.000028135,-0.000007176268,-0.2550655,209587,15,0,false,false,"[]","2026-05-11T14:49:04.000Z","CCC","finmb_EBULL_CCC","UTC","UTC",0,"ccc_market",false,-0.39148784,0.000020958732,"EBULL"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","CLIPPY The OG AI USD",,"REGULAR",false,"2023-05-29T00:00:00.000Z",8,0,"CoinMarketCap",23,23,"CLIPPY","USD=X","https://coinmarketcap.com/currencies/clippy-the-og-ai",0,1.9700437e-10,"{""low"":1.9700437,""high"":10}",1.9700437e-10,23,1.9700437e-10,"CCC",1.9700437e-10,,,"2023-05-28T00:00:00.000Z",,,"https://s2.coinmarketcap.com/static/img/coins/64x64/26056.png","https://s2.coinmarketcap.com/static/img/coins/64x64/26056.png",0,0,"{""low"":1.9700437,""high"":10}",0,0,1.9700437e-10,1.9700437e-10,,,,,,,,0,15,0,false,false,"[]","2023-07-23T18:30:00.000Z","CCC","finmb_CLIPPY_CCC","UTC","UTC",0,"ccc_market",false,0,1.9700437e-10,"CLIPPY"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","UREEQA USD","UREEQA USD","REGULAR",false,"2021-03-31T00:00:00.000Z",6,27700088,"CoinMarketCap",11,11,"URQA","USD=X","https://coinmarketcap.com/currencies/ureeqa",0,0.0013997107,"{""low"":0.0013997107,""high"":0.0013997107}",0.0013997107,11,0.0013997107,"CCC",0.0013997107,14,0,"2021-03-31T00:00:00.000Z",,,"https://s2.coinmarketcap.com/static/img/coins/64x64/9053.png","https://s2.coinmarketcap.com/static/img/coins/64x64/9053.png",0.0013897107,138.97107,"{""low"":1,""high"":5}",-0.029986288,-0.9554033,0.00001,0.031386,-93.82934,0.00165334,-0.0002536293,-0.15340419,0.006137025,-0.0047373143,-0.77192354,38772,15,0,false,false,"[]","2024-01-15T10:18:00.000Z","CCC","finmb_URQA_CCC","UTC","UTC",0,"ccc_market",false,0,0.0013997107,"URQA"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Portals USD","Portals USD","REGULAR",false,"2025-09-19T00:00:00.000Z",6,0,"CoinMarketCap",117252,117252,"PORTALS","USD=X","https://coinmarketcap.com/currencies/portals",0.000111658126,0.005339435,"{""low"":0.005148698,""high"":0.005339435}",0.005148698,117252,0.0051559587,"CCC",0.0051559587,232872,160790,"2025-09-19T00:00:00.000Z",1000000000,1000000000,"https://s2.coinmarketcap.com/static/img/coins/64x64/38451.png","https://s2.coinmarketcap.com/static/img/coins/64x64/38451.png",0.000949305,0.2211801,"{""low"":0.004292,""high"":0.14882}",-0.1435787,-0.9647809,0.004292,0.14882,-96.196655,0.00657108,-0.001329775,-0.2023678,0.01442772,-0.009186415,-0.6367198,0,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_PORTALS_CCC","UTC","UTC",0,"ccc_market",false,2.1767223,0.005241305,"PORTALS"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","AutoSingle USD","AutoSingle USD","REGULAR",false,"2022-08-29T00:00:00.000Z",6,0,"CoinMarketCap",12,12,"AUTOS","USD=X","https://coinmarketcap.com/currencies/auto-single",0,0.0027717166,"{""low"":0.0027717166,""high"":0.0027717166}",0.0027717166,12,0.0027717166,"CCC",0.0027717166,61,14,"2022-08-29T00:00:00.000Z",,,"https://s2.coinmarketcap.com/static/img/coins/64x64/21616.png","https://s2.coinmarketcap.com/static/img/coins/64x64/21616.png",0.00048871664,0.21406774,"{""low"":0.002283,""high"":0.015178}",-0.012406283,-0.8173859,0.002283,0.015178,-30.1059,0.00261714,0.0001545765,0.059063137,0.003166235,-0.0003945185,-0.12460177,0,15,0,false,false,"[]","2023-11-29T18:15:00.000Z","CCC","finmb_AUTOS_CCC","UTC","UTC",0,"ccc_market",false,0,0.0027717166,"AUTOS"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Maxxing USD","Maxxing USD","REGULAR",false,"2026-03-27T00:00:00.000Z",6,0,"CoinMarketCap",2201796,2201796,"MAXXING","USD=X","https://coinmarketcap.com/currencies/maxxing",0.00003418885,0.0053427573,"{""low"":0.0047071427,""high"":0.0053427573}",0.0047071427,2201796,0.005100114,"CCC",0.005100114,643115,1285568,"2026-04-04T00:00:00.000Z",1000000000,999621952,"https://s2.coinmarketcap.com/static/img/coins/64x64/39835.png","https://s2.coinmarketcap.com/static/img/coins/64x64/39835.png",0.0036211081,2.6763546,"{""low"":0.001353,""high"":0.007499}",-0.0025248919,-0.33669713,0.001353,0.007499,247.89403,0.002688489,0.0022856193,0.85015017,0.002688489,0.0022856193,0.85015017,0,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_MAXXING_CCC","UTC","UTC",0,"ccc_market",false,0.6920876,0.004974108,"MAXXING"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Patriot USD","Patriot USD","REGULAR",false,"2024-11-04T00:00:00.000Z",6,10000000000,"CoinMarketCap",72818,72818,"PATRIOT","USD=X","https://coinmarketcap.com/currencies/patriot",-0.000013231809,0.00013531584,"{""low"":1.2527556,""high"":4}",0.00012527556,72818,0.00013187758,"CCC",0.00013187758,123753,261813,"2024-11-04T00:00:00.000Z",10000000000,10000000000,"https://s2.coinmarketcap.com/static/img/coins/64x64/33786.png","https://s2.coinmarketcap.com/static/img/coins/64x64/33786.png",0.0000062844265,0.052810308,"{""low"":1.19,""high"":4}",-0.0019767154,-0.94039744,0.000119,0.002102,-87.68657,0.00024186,-0.00011657558,-0.48199612,0.000394745,-0.00026946058,-0.68261933,1252844,15,0,false,false,"[]","2026-05-11T14:49:04.000Z","CCC","finmb_PATRIOT_CCC","UTC","UTC",0,"ccc_market",false,-9.552533,0.00012528442,"PATRIOT"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Vitreus USD","Vitreus USD","REGULAR",false,"2024-06-24T00:00:00.000Z",6,0,"CoinMarketCap",524,524,"WVTRS","USD=X","https://coinmarketcap.com/currencies/vitreus",0,0.008692401,"{""low"":0.008692401,""high"":0.008692401}",0.008692401,524,0.008692401,"CCC",0.008692401,178,0,"2024-06-24T00:00:00.000Z",608754880,608754880,"https://s2.coinmarketcap.com/static/img/coins/64x64/31948.png","https://s2.coinmarketcap.com/static/img/coins/64x64/31948.png",0.00010740105,0.012510314,"{""low"":0.008585,""high"":0.018688}",-0.009995599,-0.5348672,0.008585,0.018688,-13.897967,0.0091433,-0.0004508989,-0.049314674,0.01041027,-0.0017178683,-0.1650167,0,15,0,false,false,"[]","2026-05-11T14:49:04.000Z","CCC","finmb_WVTRS_CCC","UTC","UTC",0,"ccc_market",false,0,0.008692401,"WVTRS"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Chainflip USD","Chainflip USD","REGULAR",false,"2021-11-29T00:00:00.000Z",6,0,"CoinMarketCap",203987,203987,"FLIP","USD=X","https://coinmarketcap.com/",0.0035862774,0.21507816,"{""low"":0.20727727,""high"":0.21507816}",0.20727727,203987,0.21507816,"CCC",0.21507816,192828,152579,"2021-11-29T00:00:00.000Z",0,90000000,"https://s2.coinmarketcap.com/static/img/coins/64x64/15297.png","https://s2.coinmarketcap.com/static/img/coins/64x64/15297.png",0.018038169,0.094551064,"{""low"":0.190777,""high"":0.897002}",-0.6881868,-0.7672077,0.190777,0.897002,-49.929356,0.20658565,0.0022295266,0.010792263,0.33376297,-0.1249478,-0.3743609,0,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_FLIP_CCC","UTC","UTC",0,"ccc_market",false,1.747453,0.20881517,"FLIP"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","dogwifhat (ETH) USD","dogwifhat (ETH) USD","REGULAR",false,"2024-02-07T00:00:00.000Z",6,0,"CoinMarketCap",216,216,"DOGWIFHAT","USD=X","https://coinmarketcap.com/currencies/dogwifhat-eth",0.000011840137,0.0014682071,"{""low"":0.0014619733,""high"":0.0014682071}",0.0014619733,216,0.0014682071,"CCC",0.0014682071,71,47,"2024-02-07T00:00:00.000Z",100000000,100000000,"https://s2.coinmarketcap.com/static/img/coins/64x64/29311.png","https://s2.coinmarketcap.com/static/img/coins/64x64/29311.png",0.00029797328,0.2559908,"{""low"":0.001164,""high"":0.005075}",-0.0036130268,-0.71192646,0.001164,0.005075,-50.505733,0.00136108,0.00010089332,0.0741274,0.00172988,-0.0002679067,-0.15487011,0,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_DOGWIFHAT_CCC","UTC","UTC",0,"ccc_market",false,0.8164891,0.0014619733,"DOGWIFHAT"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","enqAI USD","enqAI USD","REGULAR",false,"2023-12-23T00:00:00.000Z",6,0,"CoinMarketCap",2914,2914,"ENQAI","USD=X","https://coinmarketcap.com/currencies/noisegpt",0.000035442557,0.00038453433,"{""low"":3.350126,""high"":4}",0.0003350126,2914,0.0003545147,"CCC",0.0003545147,52,101,"2024-02-19T00:00:00.000Z",0,1000000000,"https://s2.coinmarketcap.com/static/img/coins/64x64/24489.png","https://s2.coinmarketcap.com/static/img/coins/64x64/24489.png",0.00025166757,1.9973617,"{""low"":1.26,""high"":4}",-0.0024263323,-0.86531115,0.000126,0.002804,-80.61169,0.0002613,0.00011636756,0.4453408,0.0003137,0.00006396757,0.2039132,0,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_ENQAI_CCC","UTC","UTC",0,"ccc_market",false,10.356508,0.00037766757,"ENQAI"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Ribbit USD","Ribbit USD","REGULAR",false,"2023-05-07T00:00:00.000Z",8,0,"CoinMarketCap",1244,1244,"RIBBIT","USD=X","https://coinmarketcap.com/currencies/ribbit-meme",-1.1873474e-11,4.03486e-10,"{""low"":3.941594,""high"":10}",3.941594e-10,1244,4.03486e-10,"CCC",4.03486e-10,,,"2023-05-07T00:00:00.000Z",420689999822848,420689999822848,"https://s2.coinmarketcap.com/static/img/coins/64x64/25014.png","https://s2.coinmarketcap.com/static/img/coins/64x64/25014.png",0,0,"{""low"":3.941594,""high"":10}",-9.326595e-12,-0.02311504,3.941594e-10,4.03486e-10,,,,,,,,0,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_RIBBIT_CCC","UTC","UTC",0,"ccc_market",false,-2.924264,3.941594e-10,"RIBBIT"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","NiHao USD","NiHao USD","REGULAR",false,"2023-05-30T00:00:00.000Z",8,0,"CoinMarketCap",21,21,"NIHAO","USD=X","https://coinmarketcap.com/currencies/nihao",3.913963e-12,6.3324644e-11,"{""low"":5.45224,""high"":11}",5.45224e-11,21,5.567481e-11,"CCC",5.567481e-11,,,"2023-05-30T00:00:00.000Z",887999990595584,887999990595584,"https://s2.coinmarketcap.com/static/img/coins/64x64/26265.png","https://s2.coinmarketcap.com/static/img/coins/64x64/26265.png",4.1566195e-12,0.07623691,"{""low"":5.45224,""high"":11}",-4.645624e-12,-0.07336202,5.45224e-11,6.3324644e-11,,,,,,,,0,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_NIHAO_CCC","UTC","UTC",0,"ccc_market",false,7.146825,5.867902e-11,"NIHAO"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Probably Nothing USD",,"REGULAR",false,"2022-04-15T00:00:00.000Z",8,0,"CoinMarketCap",297,297,"NOTHING","USD=X","https://coinmarketcap.com/currencies/probably-nothing-token",0,1.8002383e-11,"{""low"":1.8002383,""high"":11}",1.8002383e-11,297,1.8002383e-11,"CCC",1.8002383e-11,,,"2022-04-15T00:00:00.000Z",,,"https://s2.coinmarketcap.com/static/img/coins/64x64/19555.png","https://s2.coinmarketcap.com/static/img/coins/64x64/19555.png",0,0,"{""low"":1.8002383,""high"":11}",0,0,1.8002383e-11,1.8002383e-11,,,,,,,,0,15,0,false,false,"[]","2022-11-03T18:30:00.000Z","CCC","finmb_NOTHING_CCC","UTC","UTC",0,"ccc_market",false,-2e-8,1.8002383e-11,"NOTHING"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","RingDAO USD","RingDAO USD","REGULAR",false,"2020-07-02T00:00:00.000Z",6,1708107008,"CoinMarketCap",30,30,"RING","USD=X","https://coinmarketcap.com/currencies/darwinia-network",0.0000011560624,0.00048673266,"{""low"":4.8551126,""high"":4}",0.00048551126,30,0.0004867147,"CCC",0.0004867147,7342,331,"2020-07-02T00:00:00.000Z",2099840640,2099839872,"https://s2.coinmarketcap.com/static/img/coins/64x64/5798.png","https://s2.coinmarketcap.com/static/img/coins/64x64/5798.png",0.000104540464,0.27438444,"{""low"":3.81,""high"":4}",-0.0017384595,-0.7816814,0.000381,0.002224,-62.710564,0.00049368,-0.000008139556,-0.016487513,0.000655465,-0.00016992455,-0.25924274,829355,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_RING_CCC","UTC","UTC",0,"ccc_market",false,0.23867081,0.00048554045,"RING"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Lobstar USD","Lobstar USD","REGULAR",false,"2026-02-20T00:00:00.000Z",6,999943552,"CoinMarketCap",600597,600597,"LOBSTAR","USD=X","https://coinmarketcap.com/currencies/lobstar",0.00013903016,0.002247798,"{""low"":0.0019136453,""high"":0.002247798}",0.0019136453,600597,0.0020330478,"CCC",0.0020330478,3980184,659492,"2026-02-23T00:00:00.000Z",999997120,999943552,"https://s2.coinmarketcap.com/static/img/coins/64x64/39601.png","https://s2.coinmarketcap.com/static/img/coins/64x64/39601.png",0.0019064846,9.035472,"{""low"":2.11,""high"":4}",-0.013217515,-0.86191815,0.000211,0.015335,-66.307594,0.0030157,-0.00089821545,-0.2978464,0.0036217875,-0.001504303,-0.4153482,2117365,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_LOBSTAR_CCC","UTC","UTC",0,"ccc_market",false,7.02721,0.0021174846,"LOBSTAR"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","zkRace USD","zkRace USD","REGULAR",false,"2024-05-12T00:00:00.000Z",6,120000000,"CoinMarketCap",1524,1524,"ZERC","USD=X","https://coinmarketcap.com/currencies/derace",-0.0003772769,0.010257714,"{""low"":0.0097475145,""high"":0.010257714}",0.0097475145,1524,0.010117457,"CCC",0.010117457,11749,2075,"2021-07-02T00:00:00.000Z",120000000,120000000,"https://s2.coinmarketcap.com/static/img/coins/64x64/10744.png","https://s2.coinmarketcap.com/static/img/coins/64x64/10744.png",0.0023275833,0.3116325,"{""low"":0.007469,""high"":0.046703}",-0.036906417,-0.79023653,0.007469,0.046703,-68.888954,0.0110995,-0.0013029166,-0.117385164,0.011032685,-0.0012361016,-0.11203997,1175590,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_ZERC_CCC","UTC","UTC",0,"ccc_market",false,-3.7082977,0.009796583,"ZERC"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Nobody Sausage USD","Nobody Sausage USD","REGULAR",false,"2025-04-29T00:00:00.000Z",6,936066304,"CoinMarketCap",798916,798916,"NOBODY","USD=X","https://coinmarketcap.com/currencies/nobody-sausage",0.0012229863,0.008484255,"{""low"":0.007510738,""high"":0.008484255}",0.007510738,798916,0.0082867425,"CCC",0.0082867425,402841,568803,"2025-04-29T00:00:00.000Z",936066304,936066304,"https://s2.coinmarketcap.com/static/img/coins/64x64/36377.png","https://s2.coinmarketcap.com/static/img/coins/64x64/36377.png",0.0056540286,2.551457,"{""low"":0.002216,""high"":0.093896}",-0.086025976,-0.9161836,0.002216,0.093896,-21.046114,0.00378152,0.004088509,1.0811813,0.01091931,-0.0030492814,-0.27925587,7366868,15,0,false,false,"[]","2026-05-11T14:49:04.000Z","CCC","finmb_NOBODY_CCC","UTC","UTC",0,"ccc_market",false,18.398952,0.007870029,"NOBODY"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Terbo Game Coin USD","Terbo Game Coin USD","REGULAR",false,"2022-01-04T00:00:00.000Z",8,0,"CoinMarketCap",1623,1623,"TGC","USD=X","https://coinmarketcap.com/currencies/terbo-game-coin",0,1.0010143e-10,"{""low"":1.0010143,""high"":10}",1.0010143e-10,1623,1.0010143e-10,"CCC",1.0010143e-10,,,"2022-01-04T00:00:00.000Z",,,"https://s2.coinmarketcap.com/static/img/coins/64x64/16845.png","https://s2.coinmarketcap.com/static/img/coins/64x64/16845.png",0,0,"{""low"":1.0010143,""high"":10}",0,0,1.0010143e-10,1.0010143e-10,,,,,,,,0,15,0,false,false,"[]","2023-05-12T18:30:00.000Z","CCC","finmb_TGC_CCC","UTC","UTC",0,"ccc_market",false,0,1.0010143e-10,"TGC"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","TAO INU USD","TAO INU USD","REGULAR",false,"2024-02-27T00:00:00.000Z",6,0,"CoinMarketCap",51,51,"TAONU","USD=X","https://coinmarketcap.com/currencies/tao-inu",0.0000023128523,0.0003371363,"{""low"":3.3706694,""high"":4}",0.00033706694,51,0.0003371363,"CCC",0.0003371363,718,0,"2024-02-27T00:00:00.000Z",1000000000,926672704,"https://s2.coinmarketcap.com/static/img/coins/64x64/29554.png","https://s2.coinmarketcap.com/static/img/coins/64x64/29554.png",0.00013206694,0.64422894,"{""low"":2.05,""high"":4}",-0.002627933,-0.886318,0.000205,0.002965,-87.977165,0.00036936,-0.000032293057,-0.08742976,0.000625405,-0.00028833805,-0.46104214,0,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_TAONU_CCC","UTC","UTC",0,"ccc_market",false,0.6909084,0.00033706694,"TAONU"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Book of Ethereum USD","Book of Ethereum USD","REGULAR",false,"2024-05-10T00:00:00.000Z",6,96191008,"CoinMarketCap",16314,16314,"BOOE","USD=X","https://coinmarketcap.com/currencies/book-of-ethereum",-0.00011698343,0.029331263,"{""low"":0.028157635,""high"":0.029331263}",0.028157635,16314,0.029331263,"CCC",0.029331263,24694,24251,"2024-05-10T00:00:00.000Z",100000000,100000000,"https://s2.coinmarketcap.com/static/img/coins/64x64/31171.png","https://s2.coinmarketcap.com/static/img/coins/64x64/31171.png",0.0025165044,0.09588145,"{""low"":0.026246,""high"":0.410876}",-0.38211352,-0.92999715,0.026246,0.410876,-86.456635,0.03210626,-0.0033437572,-0.10414658,0.06950134,-0.040738836,-0.586159,2766694,15,0,false,false,"[]","2026-05-11T14:49:04.000Z","CCC","finmb_BOOE_CCC","UTC","UTC",0,"ccc_market",false,-0.40507573,0.028762504,"BOOE"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Bitpanda Ecosystem Token USD","Bitpanda Ecosystem Token USD","REGULAR",false,"2019-10-18T00:00:00.000Z",4,0,"CoinMarketCap",11971,11971,"BEST","USD=X","https://coinmarketcap.com/currencies/bitpanda-ecosystem-token",0,0.3488,"{""low"":0.3488,""high"":0.3488}",0.3488,11971,0.3488,"CCC",0.3488,508,1650,"2019-10-18T00:00:00.000Z",,,"https://s2.coinmarketcap.com/static/img/coins/64x64/4361.png","https://s2.coinmarketcap.com/static/img/coins/64x64/4361.png",0.21620001,1.6304677,"{""low"":0.1326,""high"":1.0227}",-0.67389995,-0.658942,0.1326,1.0227,-39.549393,0.438618,-0.089818,-0.20477499,0.5948104,-0.24601042,-0.41359466,0,15,0,false,false,"[]","2025-07-22T13:38:00.000Z","CCC","finmb_BEST_CCC","UTC","UTC",0,"ccc_market",false,0,0.3488,"BEST"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","U2U Network USD","U2U Network USD","REGULAR",false,"2024-12-10T00:00:00.000Z",6,1526009600,"CoinMarketCap",487284,487284,"U2U","USD=X","https://coinmarketcap.com/currencies/unicorn-ultra",-9.6071744e-8,0.00039514917,"{""low"":3.7525044,""high"":4}",0.00037525044,487284,0.00037882812,"CCC",0.00037882812,288693,237766,"2024-12-10T00:00:00.000Z",10000000000,9150000128,"https://s2.coinmarketcap.com/static/img/coins/64x64/27369.png","https://s2.coinmarketcap.com/static/img/coins/64x64/27369.png",0.000012175151,0.032817118,"{""low"":3.71,""high"":4}",-0.009422825,-0.96092445,0.000371,0.009806,-90.52026,0.00043782,-0.000054644857,-0.12481124,0.00148978,-0.0011066049,-0.74279755,584728,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_U2U_CCC","UTC","UTC",0,"ccc_market",false,-0.0250671,0.00038317515,"U2U"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Inu Inu USD","Inu Inu USD","REGULAR",false,"2022-07-14T00:00:00.000Z",8,0,"CoinMarketCap",1560,1560,"INUINU","USD=X","https://coinmarketcap.com/currencies/inu-inu",-3.228029e-12,7.6894235e-10,"{""low"":7.505585,""high"":10}",7.505585e-10,1560,7.6894235e-10,"CCC",7.6894235e-10,,,"2022-07-14T00:00:00.000Z",999999986991104,470000016031744,"https://s2.coinmarketcap.com/static/img/coins/64x64/20989.png","https://s2.coinmarketcap.com/static/img/coins/64x64/20989.png",1.4327428e-12,0.0019089022,"{""low"":7.505585,""high"":10}",-1.6951107e-11,-0.022044705,7.505585e-10,7.6894235e-10,,,,,,,,0,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_INUINU_CCC","UTC","UTC",0,"ccc_market",false,-0.4274327,7.5199125e-10,"INUINU"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","SNP adverse USD","SNP adverse USD","REGULAR",false,"2024-06-04T00:00:00.000Z",6,0,"CoinMarketCap",8247,8247,"SNPAD","USD=X","https://coinmarketcap.com/currencies/snp-adverse",0.00054999813,0.0122973835,"{""low"":0.012012451,""high"":0.0122973835}",0.012012451,8247,0.012240869,"CCC",0.012240869,415,0,"2024-06-03T00:00:00.000Z",280000000,280000000,"https://s2.coinmarketcap.com/static/img/coins/64x64/31583.png","https://s2.coinmarketcap.com/static/img/coins/64x64/31583.png",0.0070521478,1.3656366,"{""low"":0.005164,""high"":0.019726}",-0.0075098528,-0.38070834,0.005164,0.019726,-33.91459,0.00764994,0.004566208,0.5968946,0.00842302,0.0037931278,0.4503287,0,15,0,false,false,"[]","2026-05-11T14:49:04.000Z","CCC","finmb_SNPAD_CCC","UTC","UTC",0,"ccc_market",false,4.7144737,0.012216148,"SNPAD"
"en-US","US","CRYPTOCURRENCY","Cryptocurrency","CoinMarketCap",true,"HIGH","USD","Saber USD","Saber USD","REGULAR",false,"2021-08-07T00:00:00.000Z",6,0,"CoinMarketCap",8316,8316,"SBR","USD=X","https://coinmarketcap.com/currencies/saber",-9.727082e-7,0.00047366403,"{""low"":4.3983746,""high"":4}",0.00043983746,8316,0.000442115,"CCC",0.000442115,13294,9591,"2021-08-07T00:00:00.000Z",0,98111672,"https://s2.coinmarketcap.com/static/img/coins/64x64/11181.png","https://s2.coinmarketcap.com/static/img/coins/64x64/11181.png",0.00016861048,0.59161574,"{""low"":2.85,""high"":4}",-0.0015643896,-0.77521783,0.000285,0.002018,-61.99484,0.00033986,0.00011375046,0.334698,0.00059125,-0.00013763955,-0.23279417,0,15,0,false,false,"[]","2026-05-11T14:50:04.000Z","CCC","finmb_SBR_CCC","UTC","UTC",0,"ccc_market",false,-0.21398348,0.00045361047,"SBR"
